contractor_name,license_number,specialty,permit_count,total_project_value
SAILOR'S LANDSCAPING SRVS LLC,SAILOLS798NZ,General Contractor,1,34790
SALMON BAY BLDG PRCTNRS LLC,SALMOBB755OP,General Contractor,1,225000
SALMON BAY LANDSCAPING LLC,SALMOBL953DM,General Contractor,1,15000
SAMI CONSTRUCTION LLC,SAMICCL795K6,General Contractor,1,75000
SAPPHIRE HOMES INC,SAPPHHI867RH,General Contractor,1,397267
SATUS GENERAL CONTRACTORS INC,SATUSGC783R7,General Contractor,1,631239
SBE CONSTRUCTION LLC,SBECOCL902C6,General Contractor,1,175000
SC & R,SCR**R*828D3,General Contractor,1,25000
SCALZO PRECISION BUILDS LLC,SCALZPB750BT,General Contractor,1,95325
SCHENKAR CONST DSGN/BLD LLC,SCHENCD926KG,General Contractor,1,6266
SCHOENFELDER RENOVATIONS INC,SCHOERI851PT,General Contractor,1,450000
SCL ENTERPRISES LLC,SCLENL*001K4,General Contractor,1,1493643
SCOTT ECONOMY CONSTRUCTION INC,SCOTTEC060J2,General Contractor,1,150000
SDS CONSTRUCTION MGMT LLC,SDSCOCM861P4,General Contractor,1,545738
SEA & BELV GEN CONT SVS LLC,SEABEBG798RZ,General Contractor,1,49722
SEAHAWK REMODELING LLC,SEAHARL882MP,General Contractor,1,13542
SEATOWN REMODEL WORKS LLC,SEATORW855J1,General Contractor,1,15000
SEATTLE AIR SUPERIOR,SEATTAS768PJ,General Contractor,1,40000
SEATTLE CONTRACTORS LLC,SEATTCL813LR,General Contractor,1,14000
SEATTLE DESIGN BUILD,SEATTDB807K7,General Contractor,1,480069
SEATTLE MARYSVILLE CONST LLC,SEATTMC838PP,General Contractor,1,19500000
SEATTLE METRO HOME IMP LLC,SEATTMH770DB,General Contractor,1,35000
SEATTLE PACIFIC CONST INC,SEATTPC880C9,General Contractor,1,212206
SEATTLE SHOWER DOOR LLC,SEATTSD821QL,General Contractor,1,2500
SEATTLE STYLE RMDL/LNDSCPG INC,SEATTSR906MB,General Contractor,1,250000
SEATTLE WOODWORKS LLC,SEATTWL837DG,General Contractor,1,75000
SECREST CONSTRUCTION LLC,SECRECL845BN,General Contractor,1,25000
SECRETARIO DESIGN BUILD,SECREDB801CF,General Contractor,1,35000
SEJANT CONSTRUCTION,SEJANC*828CB,General Contractor,1,45000
SELANDER LABORATORIES LLC,SELANLL755LF,General Contractor,1,46000
SERVPRO OF CENTRAL SEATTLE,SERVPCS911LE,General Contractor,1,30000
SETH JARREAU GENERAL CONTR LLC,SETHJJG778R2,General Contractor,1,3500
SHEA CONSTRUCTION LLC,SHEACCL805PZ,General Contractor,1,60000
SHELTER HOLDINGS DEV LLC,SHELTHD762QK,General Contractor,1,151000
SHIMMICK CONSTRUCTION CO INC,SHIMMCC905JB,General Contractor,1,11009334
SIGNATURE  WIDWS/ DR REPLT INC,SIGNAWD854P2,General Contractor,1,46184
SILVERSTONE BUILDING GROUP,SILVEBG801PL,General Contractor,1,60000
SILVERTECH LLC,SILVEL*792RB,Institutional,1,7000
SINC LLC,SINCLL*752C8,General Contractor,1,36693
SIRIUS SOLUTIONS LLC,SIRIUSL792J3,General Contractor,1,3500
SIRIUS-V LLC,SIRIUL*808N1,General Contractor,1,51020
SITEWORKS USA LLC,SITEWUL753CF,General Contractor,1,30000
SIX BELLS LLC,SIXBEBL786QZ,General Contractor,1,16000
SKOOKUM HAULING LLC,SKOOKHL772KP,General Contractor,1,375000
SKY MERIDIAN LLC,SKYMEML824D6,General Contractor,1,70000
SKYE INDUSTRIAL INC,SKYEII*020CO,General Contractor,1,200000
SKYFL LLC,SKYFLL*772PP,General Contractor,1,20000
SKYLIMIT BUILDERS LLC,SKYLIBL775LL,General Contractor,1,143706
SKYLINE CONSTRUCTION SRVCS,SKYLICS805Q8,General Contractor,1,25000
SKYSCRAPER LLC,SKYSCL*804CJ,General Contractor,1,236002
SLOANE CONSTRUCTION LLC,SLOANCL841QM,General Contractor,1,10000
SMALL CONSTRUCTION INC,SMALLC*197ML,General Contractor,1,10000
SMART SOLUTION CONST LLC,SMARTSC795ON,General Contractor,1,150000
SMITH EXTERIORS LLC,SMITHEL789PE,General Contractor,1,45000
SNYDER GENERAL CONSTR LLC,SNYDEGC863DJ,General Contractor,1,500000
SOBRO TOWER LLC,SOBROTL791MF,General Contractor,1,40000
SODO BUILDERS LLC,SODOBBL927JM,General Contractor,1,25000
SONSHIP CONSTRUCTION LLC,SONSHCL756OP,General Contractor,1,100
SOUND BUILD AND REMODEL INC,SOUNDBR750JG,General Contractor,1,40000
SOUND COMMUNITY BUILDERS,SOUNDCB863K9,General Contractor,1,100000
SOUND DESIGN BUILD LLC,SOUNDDB756O5,General Contractor,1,35000
SOUTHCREEK CONSTRUCTION LLC,SOUTHCL826PB,General Contractor,1,47000
STARTLIGHT REMODELING LLC,STARLRL750P1,Single Family/Duplex,1,10000
STAY AT HOME CARPENTER,STAYHHC766MU,General Contractor,1,139868
STEADFAST CONSTRUCTN GRP LLC,STEADCG800B9,General Contractor,1,35000
STEELCREEK CONSTRUCTION LLC,STEELCL762RO,General Contractor,1,45000
STEFANOV - CONSTRUCTION,STEFAC*767QO,General Contractor,1,45000
STETZ CONSTRUCTION,STETZC*957B7,General Contractor,1,10000
STEVE HOECK CONSTRUCTION INC,STEVEHC971K1,General Contractor,1,150000
STEVEN RAY CONSTRUCTION INC,STEVERC924C8,General Contractor,1,6000
STILL WATER LEGACY HOMES LLC,STILLWL763QG,General Contractor,1,197575
STOCKING CONSTRUCTION,STOCKC*791O4,General Contractor,1,50000
STONE PILLAR REMODELING INC,STONEPR037LL,General Contractor,1,50000
STOREFRONT SIGN ONLINE LLC,STORESO754K3,General Contractor,1,80000
STRONG HAMMER & BRUSH INC,STRONHB795N7,General Contractor,1,50000
STUDIO JOHNS,STUDIJ*769DG,General Contractor,1,50000
SUBLIME SYNERGIES LLC,SUBLISL767DE,General Contractor,1,450000
SULIS ENERGY LLC,SULISEL765P1,General Contractor,1,338200
SUMMERFLEX ROOFING & CONST LLC,SUMMERC781BL,General Contractor,1,35000
SUMMIT CONSTRUCTION/ROOFING CO,SUMMICC075L2,General Contractor,1,50000
SUMMIT EDGE BUILDERS,SUMMIEB750DK,General Contractor,1,300
SUMMIT FINISH CARPENTRY LLC,SUMMIFC777CW,General Contractor,1,80000
SUNCOAST NORTHWEST LLC,SUNCONL741B2,General Contractor,1,10000
SUPERIOR CHIMNEY SERVICES INC,SUPERI*034D4,General Contractor,1,2000
SUPERIOR REMODELING INC,SUPERRI033BZ,General Contractor,1,38629
SURO SOLUTIONS GENERAL CONTR,SUROSSG751CQ,General Contractor,1,68000
SUSTAINABLE CONST & CNSLTG LLC,SUSTACC952DQ,General Contractor,1,70000
SWAY MECHANIKA LLC,SWAYMML820NZ,General Contractor,1,250000
SYNERGY CONSTRUCTION INC,SYNERCI101JQ,General Contractor,1,5470000
SYSTEM PAVERS OF WASH INC,SYSTEPW908KF,General Contractor,1,24000
Sea-West Renovation LLC,SEAWERL763JQ,Single Family/Duplex,1,15000
Seattle Brickmaster,SEATTB*821L2,General Contractor,1,88000
Showtime Home Renovation,,Single Family/Duplex,1,184372
Streamline General Const LLC,STREAGC909J1,General Contractor,1,300000
Summer Pavers,,Single Family/Duplex,1,15000
T CONSTRUCTION,TCONSC*953NW,General Contractor,1,50000
TACHELL CUSTOM BUILD,TACHECB849R3,General Contractor,1,90000
TAPPERT HOMES LLC,TAPPEHL798KO,General Contractor,1,6841
TAYLOR BUILDING & DESIGN LLC,TAYLOBD859Q5,General Contractor,1,30000
TECH ONE CONSTRUCTION INC,TECHOOC841N2,General Contractor,1,50000
TELMAR DEVELOPMENT LLC,TELMADL793CP,General Contractor,1,460590
TENHULZEN PAINTING INC,TENHUPI907C4,General Contractor,1,25978
TENON CONSTRUCTION LLC,TENONCL841LF,General Contractor,1,79027
TERRA'S CONSTRUCTION LLC,TERRACL907KE,General Contractor,1,0
THE CRR SOLUTION'S LLC,CRRSOCS769BW,General Contractor,1,3000
THE FACILITATORS INC,FACILI*928NA,General Contractor,1,85000
THE GARDEN GUY & CO,GARDEGG858CQ,General Contractor,1,12938
THE GENTLEMEN HOME IMPROVEMENT,GENTLGH756M4,Single Family/Duplex,1,100126
THE GREEN BUILDER,GREENGB797RB,General Contractor,1,100000
THE KITCHEN & BATH UPGRADE,KITCHKB763OR,General Contractor,1,100000
THE MRD GROUP,MRDGRMG744BE,General Contractor,1,100000
THE NOMAD HOME SERVICES,NOMADNH778MC,General Contractor,1,7920
THE PACIFIC DOOR LLC,PACIFPD785CM,General Contractor,1,88910
THE WALL DOCTOR LLC,WALLDWD761KG,General Contractor,1,19813
THUNDOR CONSTRUCTION LLC,THUNDCL776PT,General Contractor,1,20213
TILE4YOU LLC,TILE4L*765CW,General Contractor,1,10000
TILTWORKS LLC,TILTW**771NM,General Contractor,1,12000
TIM CONSTRUCTION LLC,TIMCOCL830Q2,General Contractor,1,100000
TISHMAN CONSTRUCTION CORP,TISHMCC831K4,General Contractor,1,1000000
TITAN EARTHWORK LLC,TITANEL936CO,General Contractor,1,350000
TJ'S CONSTRUCTION SERVICES LLC,TJSCOCS822DK,General Contractor,1,50000
TJN SERVICES LLC,TJNSESL774R2,General Contractor,1,8000
TNR CONSTRUCTION LLC,TNRCOCL758RZ,General Contractor,1,175000
TOELLNER CONSTRUCTION,TOELLC*856OM,General Contractor,1,15000
TOP FLOORING LLC,TOPFLFL772LT,General Contractor,1,209780
TORGERSON CONSTRUCTION,TORGEC*136OA,General Contractor,1,25000
TOTAL CONSTRUCTION LLC,TOTALCL834PF,General Contractor,1,189750
TOTAL INTERIOR & SIGNS,TOTALIS752OJ,General Contractor,1,100000
TOTAL PROPERTY MAINT GROUP,TOTALPM760RJ,General Contractor,1,100000
TOWER PIONEERS LLC,TOWERPL801LR,General Contractor,1,20000
TREIBER BUILDING LLC,TREIBBL825OM,General Contractor,1,304981
TRENDSET ONE PAVER LLC,TRENDOP793K4,General Contractor,1,25000
TRIBE & SONS CONSTRUCTION LLC,TRIBESC753M2,General Contractor,1,359166
TRICO COMPANIES LLC,TRICOCL886Q8,General Contractor,1,3000000
TRILOGY BUILDERS INC,TRILOBI828LM,General Contractor,1,180695
TRINITY CONST BUILDERS LLC,TRINICB914OD,General Contractor,1,50000
TRINITY CONST CONSULTING LLC,TRINICC746BM,General Contractor,1,275000
TROJAN UNLIMITED LLC,TROJAUL771LE,General Contractor,1,25000
TRUE BUILT HOME INC,TRUEBBH925CD,General Contractor,1,948924
TRUE NORTH LLC,TRUENNL904ML,General Contractor,1,42617
TRUEBECK CONSTRUCTION INC,TRUEBCI818DK,General Contractor,1,34000000
TSG Remodeling,TSGRERL831P3,Single Family/Duplex,1,125000
TSG Remodeling LLC,TSGRERL831P3,Single Family/Duplex,1,475766
TUFF JOBS LLC,TUFFJJL751CS,General Contractor,1,50000
TURNER TRIM & FINISH LLC,TURNETF892J1,General Contractor,1,15000
TURNSTONE LANDSCAPE SRVCS LLC,TURNSLS774OF,General Contractor,1,217000
TURNURE TELECOM LLC,TURNUTL968BW,General Contractor,1,300000
TWO CROWS CONSTRUCTION LLC,TWOCRCC867RR,General Contractor,1,80000
TYSON REMODEL & REPAIR LLC,TYSONRR856OP,General Contractor,1,69744
Terry powe,,Single Family/Duplex,1,800000
The Cline Company,CLINECC790CK,General Contractor,1,96000
Toma Construction LLC,TOMACCL896BM,General Contractor,1,30000
Trent Tinney,GREATSC881MR,Multifamily,1,150000
"UNCLE JACK'S CONSTRUCTION, LLC",UNCLEJC766LD,General Contractor,1,350000
UNITED GREEN BUILDERS LLC,UNITEGB763Q1,General Contractor,1,5000
UNITED SIGNATURE EVERETT LLC,UNITESE790Q3,General Contractor,1,270000
UNITED STATES ELECTRIC CORP,UNITESE984QH,General Contractor,1,79676
UNIVERSAL FRAMING CONST INC,UNIVEFC760JP,General Contractor,1,13413
UNIVERSITY MECH CONTR INC,UNIVMC*343N9,General Contractor,1,2400000
UPGRADED HOME REPAIR LLC,UPGRAHR859NS,General Contractor,1,20000
URBAN BUILD NORTHWEST INC,URBANBN807OC,General Contractor,1,180000
URBAN BUILT LLC,URBANBL801BG,General Contractor,1,124194
UTILITIES ONE INC,UTILIOI802PH,General Contractor,1,150000
Ursus Homes Inc,URSUSHI869PU,General Contractor,1,200000
V&A BUILT,VBUILB*755OD,General Contractor,1,276545
V&S ENTERPRISE LLC,VSENTSE753RN,General Contractor,1,25000
V&S KITCHEN AND BATH LLC,VSKITKB782N3,General Contractor,1,107000
VALDEZ CONCRETE COMPANY,VALDECC782O9,General Contractor,1,40000
VALOR CONSTRUCTION GROUP LLC,VALORCG761L1,General Contractor,1,233514
VAN ZANDT DESIGN BUILD LLC,VANZAZD870PS,General Contractor,1,250000
VB CONSTRUCTIVE,VBCONC*774NG,General Contractor,1,20000
VECTOR EXTERIORS LLC,VECTOEL802O8,General Contractor,1,35500
VEGA ENTERPRISES LLC,VEGAEEL782O8,General Contractor,1,80000
VENTRON LLC,RAFNC**061J7,Commercial,1,52000
VERDANT HOMES CORPORATION,VERDAHC756PS,General Contractor,1,655516
VERISTONE HOMES LLC,VERISHL839CS,General Contractor,1,100000
VERNICK LLC,VERNIL*762N8,General Contractor,1,1800000
VERSA HOMES LLC,VERSAHL801RT,General Contractor,1,5000
VERSATILE DRILLING CONTRS INC,VERSADC158CH,General Contractor,1,20000
VERTEX DEVELOPMENT LLC,VERTEDL790LA,General Contractor,1,3000000
VIKING CRAFTSMAN LLC,VIKINCL808B8,General Contractor,1,95000
VIKING ENGINEERING & CONST LLC,VIKINEC880MS,General Contractor,1,93009
VILLANUEVA CONSTRUCTION LLC,VILLACL863OH,General Contractor,1,240000
VK MILLWORK LLC,VKMILML919LS,General Contractor,1,10000
VKCS LLC,VKCSLL*788JM,General Contractor,1,29000
VNP CONSTRUCTION LLC,VNPCOCL783MO,General Contractor,1,235000
VOLK CONSTRUCTION COMPANY LLC,VOLKCCC904MW,General Contractor,1,150000
Vets Power Electric LLC,VETSPPE741DK,Industrial,1,416242
Vincent Ivy,IVYHOHL778JM,Single Family/Duplex,1,20000
WADE GC LLC,WADEGGL744D4,General Contractor,1,40000
"WARWICK CONSTRUCTION, INC.",WARWICI965O1,General Contractor,1,500000
WASHINGTON GNRL CNTRCTRS CORP,WASHIGC796KK,General Contractor,1,170138
WASHINGTON PATRIOT CONST LLC,WASHIPC906BJ,General Contractor,1,265000
WATERS CONSTRUCTION INC,WATERCI840C9,General Contractor,1,10000
WAZA BUILT,WAZABB*789PK,General Contractor,1,50000
WEATHERVANE WINDOW & GLASS LLC,WEATHWG772L7,General Contractor,1,42792
WEIGAND CONST SEATTLE INC,WEIGACS922KH,General Contractor,1,10000
WELDING FABRICATION LLC,WELDIFL895QW,General Contractor,1,12745
WEREMODEL.COM LLC,WEREML*840DB,General Contractor,1,213116
WEST SEATTLE DESIGN BUILD,WESTSSD917NK,General Contractor,1,160000
WESTCORP BUILT LLC,WESTCBL791JW,General Contractor,1,980000
WESTERN CONSTRUCTION SRVCS INC,WESTECS162R8,General Contractor,1,300000
WESTHILL INC,WESTHI*261P1,General Contractor,1,93146
WESTLAKE BUILDERS LLC,WESTLBL789DQ,General Contractor,1,100000
WESTMINTSTER LLC,WESTML*984DD,General Contractor,1,40000
WHELBILT HOMES LLC,WHELBHL912N4,General Contractor,1,75000
WHITE RIVER FABRICATION LLC,WHITERF840CA,General Contractor,1,28500
WILD FLOWERS CONSTRUCTION LLC,WILDFFC807P9,General Contractor,1,75000
WILLIAM OLSON & CO LLC,WILLIOC832C3,General Contractor,1,75000
WILLIAMS SCOTSMAN INC,WILLISI021LP,General Contractor,1,27000
WINDSTAR CONSTRUCTION CO,WINDSCC820OK,General Contractor,1,512890
WINN BUILD & DESIGN LLC,WINNBBD803QK,General Contractor,1,60000
WM CONTRACTOR HOLDINGS LLC,WMCONCH794QA,General Contractor,1,90000
WMY CONSTRUCTION,WMYCOC*807K7,General Contractor,1,10000
WS DRYWALL & TEXTURES LLC,WSDRYDT806OS,General Contractor,1,65000
XL BUILDERS LLC,XLBUIBL783DM,General Contractor,1,177420
YOUR HOME BUILDERS INC,YOURHHB782LA,General Contractor,1,27000
YUMO CONSTRUCTION LLC,YUMOCCL952OT,General Contractor,1,40000
ZENISCO INC,ZENISI*848RB,General Contractor,1,20000
ZOOM CONSTRUCTION LLC,ZOOMCCL821RF,General Contractor,1,207127
corvid general contractors,CORVIGC888BD,Single Family/Duplex,1,300000
